gender,race,year,salary,allegation,sustained
M,Hispanic,2010,73164,8,0
M,Hispanic,2011,74628,11,0
M,Hispanic,2012,75372,11,0
M,Hispanic,2013,75372,12,0
M,Hispanic,2014,79980,13,0
M,Hispanic,2015,80778,15,0
M,Hispanic,2007,64992,5,1
M,Hispanic,2008,68262,7,1
M,Hispanic,2009,68262,9,1
M,Hispanic,2010,73164,10,1
M,Hispanic,2011,74628,10,1
M,Hispanic,2012,75372,11,1
M,Hispanic,2013,78012,13,1
M,Hispanic,2014,82788,13,1
M,Hispanic,2015,83616,14,1
M,White,2007,74178,7,1
M,White,2008,74178,7,1
M,White,2009,76764,7,1
M,White,2010,82272,7,1
M,White,2011,83916,7,1
M,White,2012,84756,8,1
M,White,2013,84756,8,1
M,White,2014,93300,8,1
M,White,2015,94236,8,1
M,Hispanic,2007,70656,0,0
M,Hispanic,2008,70656,0,0
M,Hispanic,2009,70656,0,0
M,Hispanic,2010,78360,0,0
M,Hispanic,2011,79926,0,0
M,Hispanic,2012,80724,0,0
M,Hispanic,2013,80724,0,0
M,Hispanic,2014,85662,0,0
M,Hispanic,2015,89718,0,0
M,Hispanic,2007,68262,8,0
M,Hispanic,2008,68262,8,0
M,Hispanic,2009,68262,10,0
M,Hispanic,2010,73164,10,0
M,Hispanic,2011,74628,12,0
M,Hispanic,2012,78012,13,0
M,Hispanic,2013,78012,14,0
M,Hispanic,2014,82788,14,0
M,Hispanic,2015,83616,14,0
F,Black,2007,70656,0,0
F,Black,2008,70656,0,0
F,Black,2009,70656,0,0
F,Black,2010,75726,0,0
F,Black,2011,79926,2,0
F,Black,2012,80724,2,0
F,Black,2013,80724,2,0
F,Black,2014,85662,2,0
F,Black,2015,86520,3,0
M,Black,2007,68262,0,0
M,Black,2008,70656,0,0
M,Black,2009,70656,12,0
M,Black,2010,75726,13,0
M,Black,2011,77238,14,0
M,Black,2012,78012,17,0
M,Black,2013,80724,18,0
M,Black,2014,85662,18,0
M,Black,2015,86520,18,0
M,White,2007,68262,13,0
M,White,2008,70656,15,0
M,White,2009,70656,16,0
M,White,2010,75726,17,0
M,White,2011,77238,17,0
M,White,2012,78012,17,0
M,White,2013,80724,17,0
M,White,2014,85662,17,0
M,White,2015,86520,17,0
F,White,2007,70656,0,0
F,White,2008,70656,0,0
F,White,2009,70656,0,0
F,White,2010,75726,0,0
F,White,2011,77238,0,0
F,White,2012,80724,0,0
F,White,2013,80724,0,0
F,White,2014,85662,0,0
F,White,2015,86520,0,0
M,White,2007,61932,6,1
M,White,2008,64992,18,1
M,White,2009,68262,25,2
M,White,2010,73164,31,2
M,White,2011,74628,35,2
M,White,2012,75372,43,2
M,White,2013,75372,48,2
M,White,2014,82788,52,2
M,White,2015,83616,54,2
M,Hispanic,2007,68262,0,0
M,Hispanic,2008,68262,4,0
M,Hispanic,2009,68262,6,0
M,Hispanic,2010,73164,6,0
M,Hispanic,2011,74628,7,0
M,Hispanic,2012,78012,7,0
M,Hispanic,2013,78012,7,0
M,Hispanic,2014,82788,8,1
M,Hispanic,2015,83616,8,1
M,White,2007,70656,0,0
M,White,2008,70656,15,0
M,White,2009,70656,15,0
M,White,2010,78360,15,0
M,White,2011,79926,18,0
M,White,2012,80724,20,0
M,White,2013,80724,20,0
M,White,2014,85662,21,0
M,White,2015,89718,21,0
M,White,2007,70656,0,0
M,White,2008,73116,32,0
M,White,2009,73116,33,0
M,White,2010,78360,34,0
M,White,2011,79926,35,0
M,White,2012,80724,37,0
M,White,2013,83706,39,1
M,White,2014,88830,41,1
M,White,2015,89718,44,2
M,Black,2007,68262,2,0
M,Black,2008,68262,4,0
M,Black,2009,68262,7,0
M,Black,2010,73164,9,0
M,Black,2011,74628,10,0
M,Black,2012,78012,11,0
M,Black,2013,78012,14,0
M,Black,2014,82788,14,0
M,Black,2015,83616,14,0
F,White,2007,68262,0,0
F,White,2008,68262,0,0
F,White,2009,68262,0,0
F,White,2010,73164,0,0
F,White,2011,77238,0,0
F,White,2012,78012,0,0
F,White,2013,78012,0,0
F,White,2014,82788,0,0
F,White,2015,83616,0,0
M,Asian/Pacific,2007,68262,0,0
M,Asian/Pacific,2008,68262,3,0
M,Asian/Pacific,2009,68262,5,0
M,Asian/Pacific,2010,73164,5,0
M,Asian/Pacific,2011,74628,5,0
M,Asian/Pacific,2012,78012,6,0
M,Asian/Pacific,2013,78012,6,0
M,Asian/Pacific,2014,82788,6,0
M,Asian/Pacific,2015,83616,6,0
F,White,2007,61932,0,0
F,White,2008,64992,2,0
F,White,2009,68262,3,0
F,White,2010,73164,4,0
F,White,2011,74628,4,0
F,White,2012,75372,4,0
F,White,2013,75372,5,0
F,White,2014,82788,5,0
F,White,2015,83616,5,0
M,White,2007,73116,0,0
M,White,2008,73116,0,0
M,White,2009,73116,0,0
M,White,2010,78360,0,0
M,White,2011,82878,0,0
M,White,2012,83706,0,0
M,White,2013,83706,0,0
M,White,2014,88830,0,0
M,White,2015,89718,0,0
M,Hispanic,2007,70656,52,1
M,Hispanic,2008,70656,52,1
M,Hispanic,2009,70656,53,1
M,Hispanic,2010,78360,55,1
M,Hispanic,2011,79926,57,1
M,Hispanic,2012,80724,57,1
M,Hispanic,2013,80724,57,1
M,Hispanic,2014,85662,57,1
M,Hispanic,2015,89718,57,1
M,White,2007,70656,15,0
M,White,2008,70656,15,0
M,White,2009,73116,15,0
M,White,2010,78360,15,0
M,White,2011,79926,15,0
M,White,2012,80724,15,0
M,White,2013,80724,15,0
M,White,2014,88830,16,0
M,White,2015,89718,16,0
M,Hispanic,2007,68262,15,2
M,Hispanic,2008,68262,17,2
M,Hispanic,2009,68262,18,2
M,Hispanic,2010,75726,20,2
M,Hispanic,2011,77238,20,2
M,Hispanic,2012,78012,21,2
M,Hispanic,2013,78012,21,2
M,Hispanic,2014,82788,21,2
M,Hispanic,2015,86520,22,2
M,Hispanic,2007,70656,9,2
M,Hispanic,2008,70656,10,2
M,Hispanic,2009,70656,10,2
M,Hispanic,2010,78360,10,2
M,Hispanic,2011,79926,10,2
M,Hispanic,2012,80724,11,2
M,Hispanic,2013,80724,11,2
M,Hispanic,2014,85662,12,2
M,Hispanic,2015,89718,13,3
M,Hispanic,2007,61932,2,0
M,Hispanic,2008,64992,2,0
M,Hispanic,2009,68262,2,0
M,Hispanic,2010,73164,2,0
M,Hispanic,2011,74628,2,0
M,Hispanic,2012,75372,4,0
M,Hispanic,2013,75372,4,0
M,Hispanic,2014,82788,4,0
M,Hispanic,2015,83616,4,0
F,Black,2007,68262,0,0
F,Black,2008,74178,0,0
F,Black,2009,74178,0,0
F,Black,2010,79500,0,0
F,Black,2011,81090,0,0
F,Black,2012,81900,0,0
F,Black,2013,84756,0,0
F,Black,2014,89946,0,0
F,Black,2015,90846,0,0
F,White,2007,70656,0,0
F,White,2008,70656,0,0
F,White,2009,73116,0,0
F,White,2010,78360,0,0
F,White,2011,79926,0,0
F,White,2012,80724,0,0
F,White,2013,80724,0,0
F,White,2014,88830,0,0
F,White,2015,89718,4,1
M,White,2007,68262,0,0
M,White,2008,68262,0,0
M,White,2009,71700,0,0
M,White,2010,79500,0,0
M,White,2011,81090,0,0
M,White,2012,81900,0,0
M,White,2013,81900,0,0
M,White,2014,86910,0,0
M,White,2015,90846,0,0
M,Black,2007,70656,11,2
M,Black,2008,70656,12,2
M,Black,2009,70656,13,2
M,Black,2010,75726,13,2
M,Black,2011,79926,13,2
M,Black,2012,80724,14,2
M,Black,2013,80724,16,3
M,Black,2014,85662,17,3
M,Black,2015,86520,17,3
M,White,2007,73116,0,0
M,White,2008,73116,12,2
M,White,2009,73116,13,2
M,White,2010,81252,13,2
M,White,2011,82878,13,2
M,White,2012,83706,13,2
M,White,2013,83706,14,2
M,White,2014,88830,14,2
M,White,2015,92316,14,2
M,Asian/Pacific,2007,68262,0,0
M,Asian/Pacific,2008,68262,6,0
M,Asian/Pacific,2009,68262,6,0
M,Asian/Pacific,2010,75726,6,0
M,Asian/Pacific,2011,77238,8,0
M,Asian/Pacific,2012,78012,8,0
M,Asian/Pacific,2013,78012,8,0
M,Asian/Pacific,2014,82788,8,0
M,Asian/Pacific,2015,86520,9,0
M,Hispanic,2007,73116,9,0
M,Hispanic,2008,75816,9,0
M,Hispanic,2009,75816,11,0
M,Hispanic,2010,81252,12,0
M,Hispanic,2011,82878,12,0
M,Hispanic,2012,83706,12,0
M,Hispanic,2013,86130,12,0
M,Hispanic,2014,91404,13,0
M,Hispanic,2015,92316,13,0
M,White,2007,70656,0,0
M,White,2008,70656,0,0
M,White,2009,70656,0,0
M,White,2010,78360,0,0
M,White,2011,79926,0,0
M,White,2012,80724,0,0
M,White,2013,80724,0,0
M,White,2014,85662,0,0
M,White,2015,89718,0,0
F,White,2007,70656,9,0
F,White,2008,70656,10,0
F,White,2009,70656,10,0
F,White,2010,75726,11,0
F,White,2011,77238,11,0
F,White,2012,80724,11,0
F,White,2013,80724,12,0
F,White,2014,85662,12,0
F,White,2015,86520,12,0
M,Hispanic,2007,70656,10,1
M,Hispanic,2008,70656,11,1
M,Hispanic,2009,70656,11,1
M,Hispanic,2010,75726,12,1
M,Hispanic,2011,77238,12,1
M,Hispanic,2012,80724,12,1
M,Hispanic,2013,80724,13,1
M,Hispanic,2014,85662,13,1
M,Hispanic,2015,86520,14,2
F,Black,2007,68262,0,0
F,Black,2008,70656,0,0
F,Black,2009,70656,0,0
F,Black,2010,75726,0,0
F,Black,2011,77238,0,0
F,Black,2012,78012,0,0
F,Black,2013,80724,0,0
F,Black,2014,85662,13,4
F,Black,2015,86520,13,4
M,White,2007,68262,0,0
M,White,2008,68262,0,0
M,White,2009,68262,0,0
M,White,2010,73164,0,0
M,White,2011,77238,0,0
M,White,2012,78012,0,0
M,White,2013,78012,10,0
M,White,2014,82788,10,0
M,White,2015,83616,10,0
M,Hispanic,2007,71700,0,0
M,Hispanic,2008,74178,0,0
M,Hispanic,2009,74178,0,0
M,Hispanic,2010,79500,0,0
M,Hispanic,2011,81090,0,0
M,Hispanic,2012,81900,0,0
M,Hispanic,2013,84756,0,0
M,Hispanic,2014,89946,16,0
M,Hispanic,2015,90846,16,0
M,Hispanic,2007,43104,0,0
M,Hispanic,2008,58896,0,0
M,Hispanic,2009,61932,0,0
M,Hispanic,2010,69648,0,0
M,Hispanic,2011,74628,0,0
M,Hispanic,2012,75372,0,0
M,Hispanic,2013,75372,2,0
M,Hispanic,2014,79980,3,0
M,Hispanic,2015,80778,3,0
F,White,2007,68262,0,0
F,White,2008,68262,0,0
F,White,2009,70656,0,0
F,White,2010,75726,2,0
F,White,2011,77238,2,0
F,White,2012,78012,2,0
F,White,2013,78012,2,0
F,White,2014,85662,2,0
F,White,2015,86520,2,0
M,Hispanic,2007,68262,17,0
M,Hispanic,2008,68262,19,0
M,Hispanic,2009,68262,20,0
M,Hispanic,2010,75726,21,0
M,Hispanic,2011,77238,22,0
M,Hispanic,2012,78012,22,0
M,Hispanic,2013,78012,26,0
M,Hispanic,2014,82788,27,0
M,Hispanic,2015,86520,27,0
M,Hispanic,2007,55728,4,0
M,Hispanic,2008,58896,7,1
M,Hispanic,2009,61932,8,1
M,Hispanic,2010,69648,11,1
M,Hispanic,2011,74628,14,1
M,Hispanic,2012,75372,15,1
M,Hispanic,2013,75372,16,1
M,Hispanic,2014,79980,17,1
M,Hispanic,2015,80778,17,1
M,White,2007,68262,10,0
M,White,2008,68262,12,0
M,White,2009,70656,12,0
M,White,2010,75726,12,0
M,White,2011,77238,12,0
M,White,2012,78012,12,0
M,White,2013,78012,12,0
M,White,2014,85662,13,0
M,White,2015,86520,13,0
M,White,2007,75816,0,0
M,White,2008,75816,0,0
M,White,2009,75816,0,0
M,White,2010,81252,0,0
M,White,2011,85278,0,0
M,White,2012,86130,0,0
M,White,2013,86130,0,0
M,White,2014,91404,0,0
M,White,2015,92316,0,0
M,White,2007,74178,7,0
M,White,2008,74178,7,0
M,White,2009,76764,7,0
M,White,2010,82272,7,0
M,White,2011,83916,7,0
M,White,2012,84756,7,0
M,White,2013,84756,7,0
M,White,2014,93300,8,0
M,White,2015,94236,8,0
F,Black,2007,73116,0,0
F,Black,2008,73116,0,0
F,Black,2009,73116,0,0
F,Black,2010,81252,6,2
F,Black,2011,82878,6,2
F,Black,2012,83706,6,2
F,Black,2013,83706,6,2
F,Black,2014,88830,6,2
F,Black,2015,92316,6,2
F,White,2007,64992,0,0
F,White,2008,68262,5,0
F,White,2009,68262,9,0
F,White,2010,73164,9,0
F,White,2011,74628,13,0
F,White,2012,75372,14,0
F,White,2013,78012,19,0
F,White,2014,82788,22,0
F,White,2015,83616,22,0
M,White,2007,68262,51,2
M,White,2008,70656,58,2
M,White,2009,70656,60,2
M,White,2010,75726,68,2
M,White,2011,77238,76,2
M,White,2012,78012,82,2
M,White,2013,80724,85,2
M,White,2014,85662,88,2
M,White,2015,86520,88,2
M,White,2007,64992,8,0
M,White,2008,68262,13,0
M,White,2009,68262,14,0
M,White,2010,73164,14,0
M,White,2011,74628,16,0
M,White,2012,75372,17,0
M,White,2013,75372,18,0
M,White,2014,82788,18,0
M,White,2015,83616,21,0
M,Black,2007,68262,19,1
M,Black,2008,68262,20,1
M,Black,2009,70656,20,1
M,Black,2010,75726,21,1
M,Black,2011,77238,22,1
M,Black,2012,78012,22,1
M,Black,2013,78012,23,1
M,Black,2014,85662,24,1
M,Black,2015,86520,24,1
M,Black,2007,68262,0,0
M,Black,2008,68262,0,0
M,Black,2009,68262,5,0
M,Black,2010,73164,5,0
M,Black,2011,77238,6,0
M,Black,2012,78012,6,0
M,Black,2013,78012,6,0
M,Black,2014,82788,6,0
M,Black,2015,83616,8,0
M,Black,2007,75816,0,0
M,Black,2008,75816,0,0
M,Black,2009,75816,0,0
M,Black,2010,81252,0,0
M,Black,2011,82878,40,3
M,Black,2012,86130,42,5
M,Black,2013,86130,45,6
M,Black,2014,91404,45,6
M,Black,2015,92316,47,6
F,Black,2007,73116,18,0
F,Black,2008,73116,18,0
F,Black,2009,73116,18,0
F,Black,2010,78360,18,0
F,Black,2011,82878,18,0
F,Black,2012,83706,19,0
F,Black,2013,83706,19,0
F,Black,2014,88830,19,0
F,Black,2015,89718,19,0
F,White,2007,64992,3,0
F,White,2008,68262,5,0
F,White,2009,68262,5,0
F,White,2010,73164,7,1
F,White,2011,74628,8,1
F,White,2012,75372,9,1
F,White,2013,78012,11,1
F,White,2014,82788,11,1
F,White,2015,83616,11,1
M,Hispanic,2007,68262,0,0
M,Hispanic,2008,68262,0,0
M,Hispanic,2009,70656,0,0
M,Hispanic,2010,75726,0,0
M,Hispanic,2011,77238,0,0
M,Hispanic,2012,78012,0,0
M,Hispanic,2013,78012,0,0
M,Hispanic,2014,85662,0,0
M,Hispanic,2015,86520,0,0
M,Hispanic,2007,55728,1,0
M,Hispanic,2008,58896,2,0
M,Hispanic,2009,61932,4,1
M,Hispanic,2010,69648,6,1
M,Hispanic,2011,74628,6,1
M,Hispanic,2012,75372,8,1
M,Hispanic,2013,75372,12,1
M,Hispanic,2014,79980,14,1
M,Hispanic,2015,80778,14,1
F,White,2007,58896,0,0
F,White,2008,61932,0,0
F,White,2009,64992,0,0
F,White,2010,73164,1,0
F,White,2011,74628,1,0
F,White,2012,75372,3,1
F,White,2013,75372,3,1
F,White,2014,79980,6,1
F,White,2015,83616,6,1
F,Hispanic,2007,68262,5,0
F,Hispanic,2008,68262,5,0
F,Hispanic,2009,68262,5,0
F,Hispanic,2010,73164,5,0
F,Hispanic,2011,74628,5,0
F,Hispanic,2012,78012,5,0
F,Hispanic,2013,78012,5,0
F,Hispanic,2014,82788,5,0
F,Hispanic,2015,83616,7,0
M,Hispanic,2007,70656,24,1
M,Hispanic,2008,73116,24,1
M,Hispanic,2009,73116,24,1
M,Hispanic,2010,78360,24,1
M,Hispanic,2011,79926,24,1
M,Hispanic,2012,80724,24,1
M,Hispanic,2013,83706,24,1
M,Hispanic,2014,88830,24,1
M,Hispanic,2015,89718,24,1
M,Hispanic,2007,61932,3,0
M,Hispanic,2008,64992,8,0
M,Hispanic,2009,68262,10,0
M,Hispanic,2010,73164,13,0
M,Hispanic,2011,74628,15,0
M,Hispanic,2012,75372,15,0
M,Hispanic,2013,75372,16,0
M,Hispanic,2014,79980,16,0
M,Hispanic,2015,83616,16,0
M,Hispanic,2007,73116,24,1
M,Hispanic,2008,73116,25,1
M,Hispanic,2009,73116,27,2
M,Hispanic,2010,78360,29,2
M,Hispanic,2011,82878,29,2
M,Hispanic,2012,83706,30,2
M,Hispanic,2013,83706,30,2
M,Hispanic,2014,88830,30,2
M,Hispanic,2015,89718,30,2
F,White,2007,61932,0,0
F,White,2008,64992,0,0
F,White,2009,68262,2,0
F,White,2010,73164,2,0
F,White,2011,74628,3,0
F,White,2012,75372,3,0
F,White,2013,75372,3,0
F,White,2014,82788,3,0
F,White,2015,83616,3,0
M,Hispanic,2007,55728,0,0
M,Hispanic,2008,58896,1,0
M,Hispanic,2009,61932,3,0
M,Hispanic,2010,69648,5,0
M,Hispanic,2011,74628,7,0
M,Hispanic,2012,75372,9,0
M,Hispanic,2013,75372,10,0
M,Hispanic,2014,79980,13,0
M,Hispanic,2015,80778,14,0
M,White,2007,68262,5,0
M,White,2008,70656,6,0
M,White,2009,70656,7,0
M,White,2010,75726,7,0
M,White,2011,77238,8,0
M,White,2012,78012,9,0
M,White,2013,80724,9,0
M,White,2014,85662,9,0
M,White,2015,86520,9,0
F,White,2007,68262,0,0
F,White,2008,70656,0,0
F,White,2009,70656,0,0
F,White,2010,75726,0,0
F,White,2011,77238,0,0
F,White,2012,78012,2,0
F,White,2013,80724,3,0
F,White,2014,85662,3,0
F,White,2015,86520,3,0
M,White,2007,68262,9,0
M,White,2008,68262,9,0
M,White,2009,70656,10,0
M,White,2010,75726,12,0
M,White,2011,77238,12,0
M,White,2012,78012,14,0
M,White,2013,78012,14,0
M,White,2014,85662,14,0
M,White,2015,86520,14,0
M,Black,2007,68262,4,0
M,Black,2008,68262,5,1
M,Black,2009,68262,5,1
M,Black,2010,75726,8,1
M,Black,2011,77238,9,1
M,Black,2012,78012,9,1
M,Black,2013,78012,10,2
M,Black,2014,82788,10,2
M,Black,2015,86520,10,2
F,Black,2007,70656,0,0
F,Black,2008,73116,0,0
F,Black,2009,73116,0,0
F,Black,2010,78360,0,0
F,Black,2011,79926,0,0
F,Black,2012,80724,0,0
F,Black,2013,83706,0,0
F,Black,2014,88830,0,0
F,Black,2015,89718,0,0
M,Hispanic,2007,68262,12,0
M,Hispanic,2008,68262,12,0
M,Hispanic,2009,70656,13,0
M,Hispanic,2010,75726,13,0
M,Hispanic,2011,77238,15,0
M,Hispanic,2012,78012,17,1
M,Hispanic,2013,78012,17,1
M,Hispanic,2014,85662,18,1
M,Hispanic,2015,86520,20,1
M,Hispanic,2007,73116,28,3
M,Hispanic,2008,73116,31,3
M,Hispanic,2009,73116,32,3
M,Hispanic,2010,78360,33,3
M,Hispanic,2011,82878,33,3
M,Hispanic,2012,83706,33,3
M,Hispanic,2013,83706,33,3
M,Hispanic,2014,88830,33,3
M,Hispanic,2015,89718,34,3
M,White,2007,70656,0,0
M,White,2008,70656,0,0
M,White,2009,70656,4,0
M,White,2010,78360,4,0
M,White,2011,79926,4,0
M,White,2012,80724,4,0
M,White,2013,80724,4,0
M,White,2014,85662,5,0
M,White,2015,89718,5,0
M,White,2007,61932,0,0
M,White,2008,64992,2,0
M,White,2009,68262,7,0
M,White,2010,73164,12,0
M,White,2011,74628,15,1
M,White,2012,75372,22,1
M,White,2013,75372,22,1
M,White,2014,79980,24,1
M,White,2015,83616,25,1
M,White,2007,68262,12,1
M,White,2008,68262,13,1
M,White,2009,68262,13,1
M,White,2010,73164,14,1
M,White,2011,77238,15,1
M,White,2012,78012,15,1
M,White,2013,78012,15,1
M,White,2014,82788,15,1
M,White,2015,83616,15,1
M,White,2007,75816,0,0
M,White,2008,75816,0,0
M,White,2009,75816,0,0
M,White,2010,81252,0,0
M,White,2011,85278,4,1
M,White,2012,86130,5,1
M,White,2013,86130,6,1
M,White,2014,91404,6,1
M,White,2015,92316,6,1
M,Hispanic,2007,68262,0,0
M,Hispanic,2008,68262,0,0
M,Hispanic,2009,70656,4,0
M,Hispanic,2010,75726,5,0
M,Hispanic,2011,77238,5,0
M,Hispanic,2012,78012,5,0
M,Hispanic,2013,78012,6,0
M,Hispanic,2014,85662,6,0
M,Hispanic,2015,86520,6,0
F,Black,2007,61932,0,0
F,Black,2008,64992,0,0
F,Black,2009,68262,0,0
F,Black,2010,73164,0,0
F,Black,2011,74628,0,0
F,Black,2012,75372,0,0
F,Black,2013,75372,0,0
F,Black,2014,82788,0,0
F,Black,2015,83616,0,0
M,Hispanic,2007,68262,7,0
M,Hispanic,2008,68262,7,0
M,Hispanic,2009,68262,8,0
M,Hispanic,2010,73164,8,0
M,Hispanic,2011,77238,8,0
M,Hispanic,2012,78012,8,0
M,Hispanic,2013,78012,9,0
M,Hispanic,2014,82788,9,0
M,Hispanic,2015,83616,9,0
M,White,2007,68262,6,0
M,White,2008,68262,8,0
M,White,2009,70656,8,0
M,White,2010,75726,8,0
M,White,2011,77238,8,0
M,White,2012,78012,8,0
M,White,2013,78012,8,0
M,White,2014,85662,8,0
M,White,2015,86520,8,0
F,Hispanic,2007,70656,0,0
F,Hispanic,2008,70656,10,2
F,Hispanic,2009,70656,10,2
F,Hispanic,2010,78360,11,2
F,Hispanic,2011,79926,11,2
F,Hispanic,2012,80724,11,2
F,Hispanic,2013,80724,11,2
F,Hispanic,2014,85662,11,2
F,Hispanic,2015,89718,11,2
M,White,2007,55728,0,0
M,White,2008,58896,0,0
M,White,2009,61932,0,0
M,White,2010,69648,1,0
M,White,2011,74628,1,0
M,White,2012,75372,1,0
M,White,2013,75372,2,0
M,White,2014,79980,2,0
M,White,2015,80778,2,0
F,White,2007,68262,3,0
F,White,2008,68262,4,0
F,White,2009,68262,5,0
F,White,2010,73164,5,0
F,White,2011,74628,5,0
F,White,2012,78012,5,0
F,White,2013,78012,5,0
F,White,2014,82788,5,0
F,White,2015,83616,5,0
M,White,2007,73116,0,0
M,White,2008,73116,26,0
M,White,2009,73116,27,0
M,White,2010,78360,27,0
M,White,2011,79926,27,0
M,White,2012,83706,27,0
M,White,2013,83706,27,0
M,White,2014,88830,27,0
M,White,2015,89718,27,0
M,White,2007,68262,0,0
M,White,2008,68262,13,0
M,White,2009,70656,14,0
M,White,2010,75726,17,0
M,White,2011,77238,18,0
M,White,2012,78012,18,0
M,White,2013,78012,20,0
M,White,2014,85662,20,0
M,White,2015,86520,22,0
M,Hispanic,2007,58896,3,0
M,Hispanic,2008,61932,4,0
M,Hispanic,2009,64992,6,0
M,Hispanic,2010,73164,8,0
M,Hispanic,2011,74628,9,0
M,Hispanic,2012,75372,9,0
M,Hispanic,2013,75372,10,0
M,Hispanic,2014,79980,11,0
M,Hispanic,2015,83616,11,0
F,Hispanic,2007,68262,0,0
F,Hispanic,2008,68262,4,0
F,Hispanic,2009,70656,4,0
F,Hispanic,2010,75726,4,0
F,Hispanic,2011,77238,5,1
F,Hispanic,2012,78012,5,1
F,Hispanic,2013,78012,6,2
F,Hispanic,2014,85662,6,2
F,Hispanic,2015,86520,6,2
F,White,2007,70656,0,0
F,White,2008,70656,0,0
F,White,2009,73116,0,0
F,White,2010,78360,8,1
F,White,2011,79926,8,1
F,White,2012,80724,8,1
F,White,2013,80724,9,1
F,White,2014,88830,9,1
F,White,2015,89718,9,1
F,Hispanic,2007,43104,1,0
F,Hispanic,2008,58896,3,0
F,Hispanic,2009,61932,5,1
F,Hispanic,2010,69648,6,1
F,Hispanic,2011,74628,6,1
F,Hispanic,2012,75372,7,2
F,Hispanic,2013,75372,8,2
F,Hispanic,2014,79980,8,2
F,Hispanic,2015,80778,8,2
M,White,2007,70656,61,3
M,White,2008,70656,69,3
M,White,2009,70656,79,3
M,White,2010,78360,83,3
M,White,2011,79926,91,3
M,White,2012,80724,94,3
M,White,2013,80724,95,3
M,White,2014,85662,96,3
M,White,2015,89718,100,3
F,White,2007,68262,6,0
F,White,2008,68262,6,0
F,White,2009,68262,6,0
F,White,2010,75726,6,0
F,White,2011,77238,6,0
F,White,2012,78012,6,0
F,White,2013,78012,6,0
F,White,2014,82788,7,0
F,White,2015,86520,7,0
M,White,2007,43104,0,0
M,White,2008,58896,0,0
M,White,2009,61932,0,0
M,White,2010,69648,2,0
M,White,2011,74628,12,0
M,White,2012,75372,14,0
M,White,2013,75372,16,1
M,White,2014,79980,19,1
M,White,2015,80778,22,1
M,Black,2007,58896,5,1
M,Black,2008,61932,7,1
M,Black,2009,64992,11,1
M,Black,2010,73164,11,1
M,Black,2011,74628,11,1
M,Black,2012,75372,13,1
M,Black,2013,75372,13,1
M,Black,2014,79980,14,1
M,Black,2015,83616,14,1
F,Hispanic,2007,73116,18,2
F,Hispanic,2008,73116,20,2
F,Hispanic,2009,73116,21,2
F,Hispanic,2010,78360,21,2
F,Hispanic,2011,82878,22,2
F,Hispanic,2012,83706,22,2
F,Hispanic,2013,83706,22,2
F,Hispanic,2014,88830,23,2
F,Hispanic,2015,89718,23,2
F,Hispanic,2007,70656,0,0
F,Hispanic,2008,70656,0,0
F,Hispanic,2009,73116,0,0
F,Hispanic,2010,78360,0,0
F,Hispanic,2011,79926,0,0
F,Hispanic,2012,80724,0,0
F,Hispanic,2013,80724,0,0
F,Hispanic,2014,88830,0,0
F,Hispanic,2015,89718,7,0
M,Hispanic,2007,68262,2,0
M,Hispanic,2008,68262,2,0
M,Hispanic,2009,68262,2,0
M,Hispanic,2010,73164,3,0
M,Hispanic,2011,77238,4,0
M,Hispanic,2012,78012,4,0
M,Hispanic,2013,78012,4,0
M,Hispanic,2014,82788,4,0
M,Hispanic,2015,83616,5,0
M,Hispanic,2007,55728,1,0
M,Hispanic,2008,58896,1,0
M,Hispanic,2009,61932,1,0
M,Hispanic,2010,69648,1,0
M,Hispanic,2011,74628,1,0
M,Hispanic,2012,75372,1,0
M,Hispanic,2013,75372,2,0
M,Hispanic,2014,79980,2,0
M,Hispanic,2015,80778,2,0
F,White,2007,68262,3,1
F,White,2008,68262,3,1
F,White,2009,68262,4,1
F,White,2010,73164,4,1
F,White,2011,74628,4,1
F,White,2012,78012,4,1
F,White,2013,78012,4,1
F,White,2014,82788,4,1
F,White,2015,83616,4,1
M,White,2007,68262,3,0
M,White,2008,68262,4,0
M,White,2009,68262,4,0
M,White,2010,73164,5,0
M,White,2011,74628,5,0
M,White,2012,75372,6,0
M,White,2013,78012,6,0
M,White,2014,82788,6,0
M,White,2015,83616,8,0
M,White,2007,58896,0,0
M,White,2008,61932,3,0
M,White,2009,64992,3,0
M,White,2010,73164,5,0
M,White,2011,74628,6,0
M,White,2012,75372,8,0
M,White,2013,75372,9,0
M,White,2014,79980,9,0
M,White,2015,83616,10,0
M,White,2007,68262,10,0
M,White,2008,68262,10,0
M,White,2009,68262,11,0
M,White,2010,73164,12,0
M,White,2011,77238,12,0
M,White,2012,78012,12,0
M,White,2013,78012,12,0
M,White,2014,82788,12,0
M,White,2015,83616,12,0
M,White,2007,61932,3,1
M,White,2008,64992,3,1
M,White,2009,68262,3,1
M,White,2010,73164,3,1
M,White,2011,74628,3,1
M,White,2012,75372,3,1
M,White,2013,75372,3,1
M,White,2014,82788,4,1
M,White,2015,83616,5,1
M,Black,2007,58896,2,0
M,Black,2008,61932,3,1
M,Black,2009,64992,3,1
M,Black,2010,73164,4,1
M,Black,2011,74628,5,1
M,Black,2012,75372,6,1
M,Black,2013,75372,7,1
M,Black,2014,79980,9,1
M,Black,2015,83616,10,1
F,Hispanic,2007,55728,0,0
F,Hispanic,2008,58896,2,0
F,Hispanic,2009,61932,3,1
