"crid","summary","home_invasions"
"1056896","The reporting party alleged that the accused officer detained the victim and entered their house without justification. The reporting party further alleged that, when she told the accused officer that she was going to file a complaint on him, he told her to """"shut the fuck up.”","1"
"1052722","The reporting party alleged that the accused rang his doorbell continuously, and banged on his door. The reporting party alleged that when he asked why was she at his residence, the accused refused to give an explanation. The reporting party alleged that the accused entered his residence w/o his permission or an apparent reason.","1"
"1054075","The reporting party alleges that several uniformed officers and the accused searched her place of residence for no apparent reason. The reporting party alleges that a Hispanic female uniformed officer, with possible star number """"12077"""", searched her inappropriately, in that she lifted her dress above her head and stated, “You could have a weapon.” The reporting party alleges that she transported to the 14th District Police station, then handcuffed to a bench, and detained for a long period of time. The reporting party alleges that she requested to make a phone call to her husband regarding her situation and that the officers denied her request. The reporting party further alleges that she inquired as to why the officers and accused were at her home and why was she brought to the police station. The reporting party alleges that unknown officers stated, """"Just go through with this, she's our superior, we have to do what we're told, she's crazy, contact your Alderman, we're sorry."""" The reporting party states that she was issued an AN.O.V. for public nuisance. The reporting party states that she has witnesses to the incident, but she is unable to provide any additional information at this time","1"
"1086745","On July 14, 2016, officers assigned to the Gang Investigations Division, unit -, curbed driver _(_and passenger ?(-for failure to signal while changing lanes. The curbing of _vehicle arose out of an investigation triggered by information received from a registered confidential informant The RCI related that an African American male, possibly with an active warrant, illegally possessed a firearm near the 1200 block of S. Independence Blvd. Based on this information, officers from the Gang Investigations Division conducted a fixed and mobile surveillance operation. The surveillance team followed _after observing him exiting and getting into a Jeep Cherokee with _Sgt. _(?Sgt _observed _fail to signal while changing lanes after exiting the 1?290 Expressway. Subsequently, Officer - _(?Officer _and Detective then officer, _(?Det performed a traffic on the Jeep Cherokee occupied by _and - During the traffic stop, Det. _and Officer _smelled a strong odor of cannabis emanating from the vehicle, and observed _moving around and closing the glove box. _failed to produce a driver?s license to of?cers. Officers placed _and - respectively into custody. Officer _(?Officer _recovered and inventoried a rolled?up cigar containing suspect cannabis.5 Officer _also recovered and inventoried a firearm with five live rounds from the vehicle?s glove box. Officers relocated _and - to? At ?Det- -and Of?cer ?(?Of?cer mirandized _and _who then each signed a CPD Advisement of Rights and Waiver.6 Reportedly, _told the officers that he did not want to get his girlfriend (_in trouble for the revolver in the glove box and that he carried it on his person when he visits his uncle. _requested an attorney. The investigation concluded with the arrest of both _and grand jury returned a true bill indictment. Of particular importance, interviewed CPD members told investigators they observed _bent over in the passenger seat, and then close the glove box. The driver of the vehicle, _could not provide a driver?s license to Officer _The officers smelled burnt 3COPA conducted a full and complete investigation of this matter, including the interview of all pertinent civilian and officer witnesses, and the collection and review of digital, documentary, and forensic evidence. As part of ongoing efforts to increase case closure capacity, certain cases, such as this one, are summarized more in a Modified Summary Report of Investigation. 4 See Attachments 6, 7, and 40. 5 See Attachment 41. 6 Whereby waiving their Miranda Rights and consenting to statement without an attorney. cannabis, so they asked the passengers to exit and brought them to the rear of the vehicle. Officer -recovered cannabis from the center console of the vehicle and a firearm from the glove box.7 No officers observed -in possession of the weapon. The officers did not inquire as to whether the firearm was legally owned by either -or -However, once transported to ?admitted to carrying the firearm for protection8 and stated that he did not want his girlfriend (_to get in trouble for it. -was charged based on his confession. Det. -did not recall -asking for an attorney. Conversely, -denied his confession in his letter to COPA and subsequent interview. -asserted that once at the police station and in the interrogation room, officers continued asking him questions antagonizing him and trying to trick him into stating the weapon had been his, e. making statements that the officers will charge both him and -and asking him if he was going to let his girl go down for the gun. After a few questions, -asked for an attorney. Once he asked for an attorney those officers left. Subsequently, two different officers wearing suits who he had never seen came in stating that the previous officers had said they saw him putting a revolver in the glove box. -said that was a lie and he reiterated his request for an attorney. The suit?clad officers then left. Going forward, no officers or detectives questioned -again. -said he did not receive an attorney until he called his family from Cook County Jail and asked them to hire one.","0"
"1052528","The reporting party alleges that several plainclothes officers entered her apartment through the back door and stating, “Someone ran on the back porch, where are the drugs, where are the weapons. The reporting party alleges that the officers refused to listen to their side of the story, regarding that they have just recently moved there and that they have no knowledge about any drugs, guns, or the previous residents that had resided there before them. The reporting party further alleges that during their search that the officers ransacked their apartment for no apparent reason OFFICER #2 WHITE MALE PLAINCLOTHES SUPERVISOR, 5'07""""- 5'09"""" TALL, STOCKY BUILD, BLACK T- SHIRT, BLACK JEANS, LATE 40'S, BLACK MILITARY HAIR STYLE, OFFICER #3 WHITE MALE, 5'07""""-5'09"""" TALL, BALD HEAD, SLENDER BUILD, EARLY 30'S, LIGHT T-SHIRT, BLACK JEANS. OFFICER #46'01""""-6'02"""" TALL, MEDIUM, BALD HEAD, LATE 20'S-EARLY 30'S.","1"
"1056912","The complainant alleged that the accused entered and searched his residence without a search warrant or permission","1"
"1050179","THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICERS ILLEGALY ENTERED AND SEARCHED HER RESIDENCE WHILE LOOKING FOR HER SON CHRISTOPHER.","1"
"1061249","entered and searched her residence without justification.","1"
"1020292","In an incident involving thirteen on-duty CPD members, (Officers A, B, C, D, E, F, G, H, I, J, K , L, M),a Lieutenant, Sergeant, and two Complainants/Victims (Victim 1 and Victim 2); it was alleged that the Lieutenant and Sergeant entered Victim 2s residence without permission or a search warrant, damaged the front door, were inattentive to duty when they failed to ensure that Officer L completed a Tactical Response Report (TRR), were aware of police misconduct and failed to report it, provided IPRA with a false statement, and brought discredit upon the Department. It is also alleged that Officer A handcuffed Victim 2 without justification, damaged the front door, entered Victim 2s residence without permission or a search warrant, was inattentive to duty when he failed to ensure the search warrant team executed the search warrant at the correct address and was aware of police misconduct and failed to report it to the Department. It is further alleged that Officers B, C, D, E, F, G, H, I, J, K, and L placed their knee on Victim 1s back without justification, punched Victim 1 on his face and stomach, damaged the front door of Victim 2s residence, entered Victim 2s residence without permission or a search warrant and handcuffed Victim 2 without justification. Also, it is alleged that Officers G,H, J, K, and L were aware of police misconduct and failed to report it to the Department; Officer I brought discredit upon the Department; Officer L was inattentive to duty because he failed to complete a TRR; Officer L, J, and K provided false statements to IPRA. It is further alleged that Officer M handcuffed Victim 2 without justification, damaged the front door of Victim 2s residence, entered Victim 2s residence without permission or a search warrant and was aware of police misconduct and failed to report it to the Department.","1"
"1059511","THE REPORTING PARTY ALLEGES THAT DURING A TRAFFIC STOP THE ACCUSED OFFICERS SEARCHED HIS VEHICLE. HE ALSO ALLEGES THAT THE ACCUSED OFFICERS FAILED TO INVENTORY OR RETURN HIS FOID CARD AND HIS STATE IDENTIFICATION CARD.","0"
"1062475","The complainant alleges that she forgot to inform the accused members about an order of protection while they were at her house because she was so nervous about ex-boyfriend's presence at the scene. After the accused officers left the scene, the complainant and witness went to the 001st District station to express their dissatisfaction with police service. (per the sergeant's Initiation Report). The complainant alleges that she forgot to inform the accused members about an order of protection while they were at her house because she was so nervous about ex-boyfriend's presence at the scene. After the accused officers left the scene, the complainant and witness went to the 001st District station to express their dissatisfaction with police service. (per the sergeant's Initiation Report).","0"
"1063461","It is reported that the accused was not in compliance with indebtedness to the city and received notice on the date in question. It is reported that the accused failed to resolve his indebtedness to the City of Chicago. The accused failed to provide proof of resolved debt to the human resource division and administration which is required by section E01-07, section IV-A- 6b. Is reported that the accused violated tule 6, in that he was disobedient of a direct order in writing and orally.","0"
"1064978","The reporting party alleged that the accused officer executed a search warrant at the victims residence for an individual, ho has never resided in the home. It is further alleged that the accused officer forcibly entered and illegally searched the residence causing extensive damage to the property.","1"
"1069469","The reporting party/victim alleged that the accused officers did not provide service because they did not arrest the witness, “Antonio,” who was on the scene and had stolen the victim's |-phone and $20 in February. REF","0"
"1047471","On August 5, 2011, a complaint was registered with the Independent Police Review Authority (IPRA), regarding an incident that occurred on August 5, 2011 in Lake Delton, Wisconsin. It was alleged that an off- duty Chicago Police Department (CPD) Officer was intoxicated; was in possession of her weapon while intoxicated; was inattentive to duty, in that she failed to maintain control of her weapon; threatened to shoot her fianc, the victim; pointed her weapon at the victim; engaged in a physical altercation with the victim; discharged her weapon; was arrested for Felony Endangering Safety, Disorderly Conduct, and Endanger Safety/Use/Dangerous Weapon; failed to report her felony arrest; and by her overall actions brought discredit on the department. Based upon a mediation, the accused Officer agreed to accept IPRAs finding of SUSTAINED and a forty-five (45) day suspension.","0"
"1061134","The Reporting Party alleges that on 09 FEB 2011, 1321Hrs[NNNN the accused officers pulled over the complainant without justification and unlawtully searched his vehicle. It is also alleged that the accused officers arrested the victim and wrote false and inaccurate police reports and other documents pertaining to the arrest of the victim. The Reporting Party alleges that on 09 FEB 2011, 1321Hrs at the accused officers pulled over the complainant without justification and unlawtully searched his vehicle. It is also alleged that the accused officers arrested the victim and wrote false and inaccurate police reports and other documents pertaining to the arrest of the victim. The Reporting Party alleges that on 09 FEB 2011, 1321Hrs at he accused officers pulled over the complainant without justification and unlawtully searched his vehicle. It is also alleged that the accused officers arrested the victim and wrote false and inaccurate police reports and other documents pertaining to the arrest of the victim. The Reporting Party alleges that on 09 FEB 2011, 1321Hrs at he accused officers pulled over the complainant without justmication and unlawfully searched his vehicle. It is also alleged that the accused officers arrested the victim and wrote false and inaccurate police reports and other documents pertaining to the arrest of the victim. The Reporting Party alleges that on 09 FEB 2011, 1321Hrs at he accused officers pulled over the complainant without justitication and unlawfully searched his vehicle. It is also alleged that the accused officers arrested the victim and wrote false and inaccurate police reports and other documents pertaining to the arrest of the victim. The Reporting Party alleges that on 09 FEB 2011, 1321Hrs at he accused officers pulled over the complainant without justification inlawfully searched his vehicle. It is also alleged that the accused officers arrested the victim and wrote false and inaccurate police reports and other documents pertaining to the arrest of the victim.","0"
"1062243","The complainant alleges that several unknown officers entered and searched her home without a warrant or permission.","1"
"1068871","The reporting party alleged that the accused officers entered his apartment without his permission or a search warrant while they looked for an offender.","1"
"1042347","On December 30th, 2010, a complaint was registered with the Independent Police Review Authority (IPRA) regarding a domestic incident involving an off-duty Chicago Police Department (CPD) Officer and an on-duty CPD Sergeant that occurred on December 30th, 2010 in the 8th District. It was alleged that the Officer threatened to shoot Victim A in the face; pointed a firearm at Victim A, placing the Victim in a reasonable expectation of receiving a battery; committed the act of assaulting Victim A by pointing a firearm at his face; was arrested and charged with Aggravated Assault-Handgun in that he pointed a gun at Victim A on December 30th, 2010; pointed a firearm at Victim Bs head, placing the Victim in a reasonable expectation of receiving a battery; threatened to shoot Victim B; committed the offence of Domestic Battery-Bodily Harm in that without legal justification, knowingly and/or intentionally caused bodily harm to Victim B, a household member, when he punched him in the head with a closed first; was arrested and charged with Domestic Battery-Bodily Harm on December 30th, 2010; committed the act of assaulting Victim B by pointing the muzzle of the firearm to his head, placing Victim B in reasonable expectation of receiving a battery; was arrested and charged with Aggravated Assault-Handgun in that he pointed a gun at Victim B on December 30th, 2010; was intoxicated; was in possession of his firearm while intoxicated; unnecessarily displayed his firearm; was disarmed and/or lost control of his firearm; and engaged in an unjustified verbal and/or physical altercation with Victim C. It was alleged that the Sergeant failed to administer a breathalyzer Examination to the accused Officer, who was alleged to be intoxicated during a Domestic Battery and Aggravated Assault incident. Based on statements from the accused Officer and Sergeant, Department and Court Reports, and OEMC transmissions, IPRA recommended to NOT SUSTAIN the allegation that the Sergeant failed to administer a breathalyzer Examination to the accused Officer, who was alleged to be intoxicated during a Domestic Battery and Aggravated Assault incident. Based on a mediation, the accused Officer agreed to accept IPRAs finding of SUSTAINED for all allegations and a thirty (30) day suspension.","1"
"1053405","The reporting party alleges that the accused officer was rude and unprofessional in that he threatened to arrest him without justification. It is alleged that the accused officer failed to investigate a claim of an underage person drinking in a bar. It is alleged that the accused officer stated he did not care.","0"
"1059430","containing 10 foil packets of PCP.","0"
"1069401","The complainant alleged that the accused officer told him, """"Shut the fuck up"""" and asked him """"Are you fucking resisting?"""" The complainant alleged that the accused officer falsely arrested him. The complainant alleged that the accused officer pushed him inside a police vehicle and at the police station.","0"
"1049892","The reporting party alleges that the accused officer damaged her front door without justification. It is alleged that the accused officer chased and handcuffed without justification. It is further alleged that the accused officer threatened to arrest without justification  The reporting party alleges that the accused officers searched her residence without justification. It is alleged that the accused officers were rude and unprofessional in that they refused to answer any of the victim's questions","1"
"1051467","Three CPD members involved - two unknown on- duty Chicago Police Officers (Unknown Officer A and B) and an on-duty sergeant. It is alleged that Unknown Officer A engaged in unjustified physical contact with Complainant and failed to identify himself. It is alleged that Unknown Officer B entered Complainants residence without permission, unnecessarily displayed his weapon, failed to identify himself, and coerced the Complainant. The Sergeant is alleged to have failed to initiate proper action.","1"
"1056152","The complainant alleged that the accused officers entered and searched the residence without a warrant or permission","1"
"1058725","The complainant alleged that the accused officer stopped them without justification and arrested the witness for driving without a vailid driver's license. The complainant alleged that she and the witness were on their way to the hospital because she is 39 weeks pregnant and she told the officer that she needed to be rushed to the hospital. The complaianant alleged that the accused officer told her, “| don't care what happens to you, it's not my problem,"""" and, """"You can take a taxi cab or call an ambulance,"""" and towed the vehicle. The complainant alleged that the accused officer searched her vehicle without justification. The complainant alleged that the accused officer stopped them without justification and arrested the witness for driving without a vailid driver's license. The complainant alleged that she and the witness were on their way to the hospital because she is 39 weeks pregnant and she told the officer that she needed to be rushed to the hospital. The complaianant alleged that the accused officer told her, “I don't care what happens to you, it's not my problem,"""" and, """"You can take a taxi cab or call an ambulance,"""" and towed the vehicle. The complainant alleged that the accused officer searched her vehicle without justification.","0"
"1062158","The reporting party alleged that the accused entered (with their weapons drawn but not pointed) searched and ransacked her tesidence without justification The female Sergeant told her and her daughter, “Shut the fuck-up Every time we get calls in regards to shots fired, we're coming back in here ","1"
"1068990","Itis alleged that on an unknown date, time and location the Accused took inappropriate pictures of his bodyparts while inside a Department facility. It is alleged that on an unknown date, time and location the Accused took inappropriate pictures of his bodyparts while in Department uniform.","0"
"1071714","THE REPORTING PARTY STATES THAT SHE WAS THE VICTIM OF AN ASSAULT. SHE ALLEGES THAT THE ACCUSED OFFICER REFUSED TO ALLOW HER TO PRESS CHARGES AGAINST THE OFFENDER AND HE FAILED PROVIDE HIS STAR NUMBER UPON HER REQUEST.","0"
"1058489","The reporting party alleged that the accused entered his home and searched the apartment and him without justification","1"
"1054623","The reporting party alleges that the accused searched him, the victims, and his without justification. The reporting party further alleges that the accused was disrespectful by swearing at him and the victims and by threatening to taser them. The reporting party alleges that the accused searched him, the victims, and his without justification. The reporting party further alleges that the accused was disrespectful by swearing at him and the victims and by threatening to taser them. The reporting party alleges that the accused searched him, the victims, and his without justification. The reporting party further alleges that the accused was disrespectful by swearing at him and the victims and by threatening to taser them.","0"
"1054050","The reporting party alleged that the accused stopped him under false pretense that he ran a red light, at which time they ordered him to exit the vehicle. The accused searched him and his vehicle without justification.","0"
"1055601","The reporting party alleges that several plainclothes officers, possbily named “Freeman"""", """"Cortesi"""", and """"Vivas"""", kicked in the front door, displayed a picture of a subject and stated, """"Do you know who him, do you know where he 1s?"""" The reporting party alleges that the officers ransacked i bedroom The reporting party alleges that the officers did not show a search warrant to anyone The reporting party alleges that officers damaged two building entry doors and the apartment front door during therr search The reporting party alleges that officers told her, “He's a grown man, he'll call you later,” when she asked where they were taking her stepfather The reporting party alleges that she asked for the officers’ names and star numbers and the officers stated, """"Screw you, bite me™! The reporting party alleges that the officers arrested the victm without justficaiton The reporting party she has photos on her Samsung Galaxy 2 phone OFFICER #3 WHITE MALE PLAINCLOTHES OFF , SLENDER BUILD, GREEN OR BROWN SHORT SLEEVE SHIRT, BLUE JEANS, BALD 5'07""""-5'08"""" TALL, MID 30'S","1"
"1049206","The reporting party alleges that she called 911 regarding a domestic incident. The reporting party alleges that the accused failed to list her as a victim on a police report | . processed for simple assault. The reporting party alleges that the accused failed to amrest the female subject, (who is the former girlfriend of her current boyfriend) who had sprayed pepper spray in her direction, and who was still on the scene. The reporting party further alleges that the accused officer stated, """"This report is for him."""" The reporting party alleges that she called 911 regarding a domestic incident. The reporting party alleges that the accused failed to list her as a victim on a police report ( ), processed for simple assault. The reporting party further alleges that the accused failed to arrest the female subject (who is the former girlfriend of her current boyfriend), who had sprayed pepper spray in her direction, and who was still on the scene.","0"
"1056635","The reporting party alleged that he was a victim of a domestic battery in that his three brothers had assaulted him. The accused arrived on the scene, refused to file a police report on his behalf and failed to take police action against his brother, who had made several verbal threats toward him. A short time later, he was assaulted again by one of his brothers, at which time the accused falsely arrested him for domestic battery.","0"
"1048130","On September 1, 2011, a complaint was registered with the Independent Police Review Authority (IPRA), regarding an incident that occurred on September 1, 2011 in the 3rd District, involving an on-duty Chicago Police Department (CPD) Sergeant. It was alleged that the accused Sergeant was inattentive to duty in that she accidentally discharged her taser. Based upon a mediation, the accused Sergeant agreed to accept IPRAs finding of SUSTAINED and a Violation Noted.","0"
"1066254","The reporting party alleged that the accused officer lied in order to obtain a search warrant for her residence. The reporting party also alleged that the accused officers also damaged her door, an antique train set, a collection of Barbie dolls, and spoiled her food by throwing it on the floor. Reference Search Warrant","1"
"1061800","‘The reporting party alleged that the accused failed to inventory or return his Illinois state Link card and debit card.","0"
"1005774","On 16 May 2007, a complaint was registered with the Independent Police Review Authority (IPRA, formerly known as the Office of Professional Standards), regarding an incident that occurred in the 14th District, in which a Chicago Police Department officer allegedly kicked and physically mistreated a detainee. Because videotape evidence and witness statements corroborated the allegations, IPRA recommended to SUSTAIN the allegations against the accused. IPRA recommended a thirty (30) day suspension for the accused officer. The partner of the accused failed to report the misconduct, and IPRA recommended to SUSTAIN three counts of violating Rule 6, Disobedience of an order/directive whether written or oral against the partner. IPRA recommended a fifteen (15) day suspension for the partner.","0"
"1049619","The reporting party alleges that the police entered her home without a warrant or permission","1"
"1050083","The reporting party related that he video recorded the accused officers as they arrested an unknown black male. The reporting party alleged that the officers questioned him and deleted the recording from his camera.","0"
"1056051","The complainant alleged that he called for police to have his girlfriend, Connie Williamson arrested for battery against him but the accused officers failed to arrest her RD was generated on the same date but at 1550 hours.","0"
"1057783","lalleges the accused falsely arrested her The complainan| boyfriend th UUW on 03 Oct 2012, 2230 hours at","0"
"1073190","The reporting party alleged that the accused officer directed profanity at the victim by telling her to """"get the fuck out of the house"""" and entered the reporting party's apartment without justification. The reporting party stated that the accused officer appeared to be looking for an unknown person in the apartment building at the time and that he may have completed contact cards for the victim and another individual.","1"
"1062839","to inventory or to her.","0"
"1074255","The Complainant, alleged that on 23 FEB 2015 while at between the hours of 2:15p.m. - 4:30 p.m. the Accused, Officer Darin MASON #13577, assigned to Unit 005 / Detailed to Unit 241, drugged her The Complainant , alleged that on 23 FEB 2015 while at between the hours of 2:15p.m. - 4:30 p.m. the Accused, Officer Darin MASON #13577, assigned to Unit 005 / Detailed to Unit 241, forced her to perform oral sex on him","0"
"1021083","On October 23rd, 2008, a complaint was registered with the Independent Police Review Authority (IPRA) regarding a domestic incident involving an off-duty Chicago Police Officer that occurred on multiple dates in the 9th District. It was alleged that the Officer harassed Complainant A; and left a voicemail message for Complainant A threatening to kill Complainant As boyfriend on August 27th, 2008. It was also alleged that the Officer harassed Complainant A via cell phone between October 11th, 2008 and October 23, 2008. It was alleged that the Officer showed Complainant B a photograph of Complainant As boyfriend and questioned her about him on October 22nd, 2008. It was also alleged that the Officer searched for the name of Complainant As boyfriend without proper authorization and for personal gain on August 8th, 2008. During mediation, Officer B agreed to accept IPRAs finding of SUSTAINED for all allegations and a two (2) day suspension.","0"
"1058549","The reporting party, who is currently on medical. alleged that the accused failed to return his telephone calls which resulted him being on stationary status for three extra days.","0"
"1059738","The reporting party alleged that the accused officers entered and searched her residence without a warrant, permission or justification. The reporting party also alleged that the accused officers questioned her 11-year-old and 8-year-old children without her present.","1"
"1060096","against the female offender who damaged the complainant's windshield and was still on the scene. The complainant also alleged that the accused officers failed to provide her with a police report for the damage to her vehicle and stated words to the effect of “You can call the station to request another unit when you are ready and let them know Beat 823 was here.” The complainant admitted to walking away from the female officer preparing a report for her and went into her apartment. The complainant stated that she walked away because several male police officers had arrived and attempted to enter her apartment in search of her son.","1"
"1042275","In an incident involving two on-duty CPD Officers (Officer A and Field Training Officer (FTO) B), a Complainant/Victim, and another Victim (Victim), it was alleged that Officer A repeatedly struck the Victim about the body, struck the Complainant/Victim in the eye causing the Complainant/Victims head to hit the glass of a restaurant window, placed the Complainant/Victim and the Victim in his police vehicle and drove them around without justification, threatened to drop the Complainant/Victim and the Victim off in a different neighborhood other than where they lived, and failed to complete and submit a field contact card. Also, it is alleged that FTO B failed to complete and submit a field contact card. Finding: Officer A: During mediation, Officer A agreed to accept IPRAs finding of SUSTAINED and a penalty of a Violation Noted for the allegation that he failed to complete and submit a field contact card; NOT SUSTAINED for the allegations that the Officer A repeatedly struck the Victim about the body, struck the Complainant/Victim in the eye causing the Complainant/Victims head to hit the glass of the restaurant window, drove the Complainant/Victim and the Victim around in his police vehicle without justification and threatened to drop the Complainant/Victim and the Victim off in a different neighborhood other than where they lived. FTO B: Based on statements from the accused Officers, the Complainant/Victim and the Victim; and department records, IPRA recommended a finding of SUSTAINED and a penalty of a 1-day Suspension for the allegation that FTO B failed to complete and submit a field contact card.","0"
"1050448","Complainant alleged that on 26 November 2011, the accused failed to file an Assault report on her behalf after she complained that a gang member threatened to kill her. The complaiant further alleged that on 02 December 2011, she returned to the 14th District Station after being threatened a second time and a male officer took her complaint. While at the station, the accused was present and allegedly was unprofessional in that she “intimidated"""" the complainant by giving her “dirty looks.","0"
"1059227","THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICER ENTERED AND SEARCHED HER RESIDENCE WITHOUT JUSTIFICATION.","1"
"1067694","The complainat 1920 hours, at int alleges that on 25 February 2014, Chicago, IL 60651, the accused, 7 White Unknown Department Members, allegedly damaged property while searching his residence without justification alleges that on 25 February 2014, The complaina; 1920 hours, at} nt. Chicago, IL 60651, the accused, 7 White Unknown Department Members, allegedly damaged property while searching his residence without justification lleges that on 25 February 2014, The complain: 1920 hours, a ant, Chicago, IL 60651, the accused, 7 White Unknown Department Members, allegedly damaged property while searching his residence without justification alleges that on 25 February 2014, The complain: 1920 hours, a ant, Chicago, IL 60651, the accused, 7 White Unknown Department Members, allegedly damaged property while searching his residence without justification alleges that on 25 February 2014, The complainai 1920 hours, at it, Chicago, IL 60651, the accused, 7 White Unknown Department Members, allegedly damaged property while searching his residence without justification lleges that on 25 February 2014, The complain: 4920 hours, a rant, Chicago, IL 60651, the accused, 7 White Unknown Department Members, allegedly damaged property while searching his residence without justification alleges that on 25 February 2014, The complainai 1920 hours, at it Chicago, IL 60651, the accused, 7 White Unknown Department Members, allegedly damaged property while searching his residence without justification EL siloces that on 25 February 2014, The complainant 1920 hours, af accused, 7 White Unknown Department Members, allegedly damaged property while searching his residence without justification. alleges that on 25 February 2014, The complainar 4920 hours, at int, Chicago, IL 60651, the Chicago, IL 60651, the accused, 7 White Unknown Department Members, allegedly damaged property while searching his residence without justification","1"
"1058978","THE REPORTING PARTY ALLEGES THAT THE ACCUSED SERGEANT ENTERED AND SEARCHED HER RESIDENCE WITHOUT JUSTIFICATION. SHE ALSO ALLEGES THAT THE ACCUSED OFFICER MADE INAPPROPRIATE COMMENTS SUCH AS """"HAVE MORE FUCKING KIDS"""" AND """"DID YOU FINISH SCHOOL."""" THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICERS ENTERED AND SEARCHED HER RESIDENCE WITHOUT JUSTIFICATION.","1"
"1063505","The reportingparty/victim alleges unknown police officers; were rude and unprofessional on 12 July 2013 in that they threatened to handcuff him and place him under arrest. The reportingparty/victim alleges unknown police officers;were rude and unprofessional on 12 July 2013 in that they threatened to handcuff him and place him under arrest. The reportingparty/victim alleges unknown police officers;were rude and unprofessional on 12 July 2013 in that they threatened to handcuff him and place him under arrest. The reportingparty/victim alleges unknown police officers; were rude and unprofessional on 12 July 2013 in that they threatened to handcuff him and place him under arrest. The reportingparty/victim alleges unknown police officers;were rude and unprofessional on 12 July 2013 in that they threatened to handcuff him and place him under arrest. The reportingparty/victim alleges unknown police officers;were rude and unprofessional on 12 July 2013 in that they threatened to handcuff him and place him under arrest.","0"
"1065646","THE REPORTING PARTY STATES THAT HE WAS INVOLVED IN A PHYSICAL ALTERCATION WITH A AND THERE WAS A WARRANT FOR HIS ARREST IF HE WAS FOUND ON THE COMPLEX PREMISES. THE REPORTING PARTY STATES THAT HE CALLED THE POLICE AND THE ACCUSED OFFICERS FAILED TO ARRES’","0"
"1056199","The reporting px the accused officer searche: without justification after handcuffs. The reporting party related that the officers had an arrest warrant for Andre Hope but did not have a search warrant.","0"
"1049146","The complainant alleges that the accused entered her ¢ ===~ #k an invalid warrant for a hat was not signed by a judge. The complainant further alleges that the accused failed to provide their names and star numbers upon request and entered her apartment without her permission after she refused them entry. The complainant alleges that the accused refused to provide her with a copy of the invalid warrant. Per the complainant, one unknown man was arrested in her apartment","1"
"1051138","The Reporting Party Victim alleged that the accused entered Ace Restaurant “repeatedly looking at him in a threatening manner, """"taunting” him and loudly stated,""""February 7th!,"""" their scheduled trial date. It was further alleged the accused followed the victim outside, a few doors down to the barber shop,continued to “taunt and harrass"""" the victim and then arrested him without justification. The victim stated he had two other incidents with accused officer. The Reporting stated the unknown accused, attended court in preparation for the trial. It was alleged the unknown accused assisted his partner in arresting the victim without justification.","0"
"1054316","Unknown Police Officers searched her residence without consent. The complainant alleged that she called for a Sergeant the sergeant that arrived was rude and unprofessional in that he directed profanities at her and called her a """"Fat ass."""" The complainant further alleges the sergeant who responded refused to initiate a Complaint Register Number against the police officers who searched her residence without consent.","1"
"1058318","THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICER HAS BEEN LYING IN ORDER TO OBTAIN SEARCH WARRANTS. HE/SHE ALLEGES THAT THE ACCUSED OFFICER TAKES DRUG ADDICTS BEFORE JUDGES WITH FABRICATED TESTIMONY TO OBTAIN SEARCH WARRANTS THAT WERE NOT BASED ON, PROBALE CAUSE. HE/SHE FURTHER ALLEGES THAT DURING SEVERAL ARREST AND SEARCH WARRANTS, MONEY AND. JEWELRY HAVE BEEN STOLEN FROM THE CITIZEN'S RESIDENCES. THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICER HAS BEEN LYING IN ORDER TO OBTAIN SEARCH WARRANTS. HE/SHE ALLEGES THAT THE ACCUSED OFFICER TAKES DRUG ADDICTS BEFORE JUDGES WITH FABRICATED TESTIMONY TO OBTAIN SEARCH WARRANTS THAT WERE NOT BASED ON, PROBALE CAUSE. HE/SHE FURTHER ALLEGES THAT DURING SEVERAL ARREST AND SEARCH WARRANTS, MONEY AND. JEWELRY HAVE BEEN STOLEN FROM THE CITIZEN'S RESIDENCES.","1"
"1061143","The reporting party alleged the during the execution of a search warrant, the accused officer damaged the front door, a bedroom wall, pantry shelves and a bathroom vanity. Consequently, the landlord ordered him to vacate the apartment and refused to return his security deposit.","1"
"1073806","The Reporting Party Victims alleged that when they went into the 005th District Station to file a report for identity theft, the accused officer was rude and unprofessional and treated them poorly, disrespected them and rolled her eyes at revil","0"
